Post,Huishouden,Woonsituatie,Inkomen,Jaar,Bedrag
 overige huishoudelijke uitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,1,2019,69
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,1,2019,459
OVERSCHOT/TEKORT,Paar met 1 kind,1.5 keer gemiddelde huur,1,2019,0
TOTAAL INKOMEN,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,0
TOTAAL UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,2.000
 huur/hypotheek,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,343
 gas,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,99
 elektriciteit,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,61
 water,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,17
 lokale lasten,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,59
 telefoon televisie internet,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,66
 verzekeringen,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,330
 onderwijs,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,5
 kinderopvang,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,0
 contributies en abonnementen,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,51
 vervoer,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,62
VASTE LASTEN,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,1.092
 kleding en schoenen,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,137
 inventaris,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,84
 onderhoud huis en tuin,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,23
 niet-vergoede ziektekosten,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,75
RESERVERINGSUITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,393
 voeding,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,124
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,514
OVERSCHOT/TEKORT,Paar met 1 kind,1.5 keer gemiddelde huur,2,2019,0
TOTAAL INKOMEN,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,2.750
TOTAAL UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,2.750
 huur/hypotheek,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,870
 gas,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,102
 elektriciteit,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,63
 water,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,17
 lokale lasten,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,59
 telefoon televisie internet,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,73
 verzekeringen,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,339
 onderwijs,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,5
 kinderopvang,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,0
 contributies en abonnementen,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,66
 vervoer,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,142
VASTE LASTEN,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,1.736
 kleding en schoenen,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,139
 inventaris,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,94
 onderhoud huis en tuin,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,25
 niet-vergoede ziektekosten,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,155
RESERVERINGSUITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,488
 voeding,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,136
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,526
OVERSCHOT/TEKORT,Paar met 1 kind,1.5 keer gemiddelde huur,2750,2019,0
TOTAAL INKOMEN,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,3.000
TOTAAL UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,3.000
 huur/hypotheek,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,872
 gas,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,105
 elektriciteit,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,65
 water,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,18
 lokale lasten,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,59
 telefoon televisie internet,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,80
 verzekeringen,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,349
 onderwijs,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,5
 kinderopvang,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,0
 contributies en abonnementen,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,81
 vervoer,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,229
VASTE LASTEN,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,1.861
 kleding en schoenen,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,145
 inventaris,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,106
 onderhoud huis en tuin,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,28
 niet-vergoede ziektekosten,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,245
RESERVERINGSUITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,599
 voeding,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,150
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,540
OVERSCHOT/TEKORT,Paar met 1 kind,1.5 keer gemiddelde huur,3000,2019,0
TOTAAL INKOMEN,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,3.500
TOTAAL UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,3.500
 huur/hypotheek,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,875
 gas,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,109
 elektriciteit,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,68
 water,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,19
 lokale lasten,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,59
 telefoon televisie internet,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,91
 verzekeringen,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,369
 onderwijs,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,5
 kinderopvang,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,0
 contributies en abonnementen,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,112
 vervoer,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,397
VASTE LASTEN,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,2.102
 kleding en schoenen,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,163
 inventaris,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,131
 onderhoud huis en tuin,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,34
 niet-vergoede ziektekosten,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,425
RESERVERINGSUITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,829
 voeding,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,179
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,569
OVERSCHOT/TEKORT,Paar met 1 kind,1.5 keer gemiddelde huur,3500,2019,0
TOTAAL INKOMEN,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,4.000
TOTAAL UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,3.779
 huur/hypotheek,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,911
 gas,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,110
 elektriciteit,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,68
 water,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,19
 lokale lasten,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,59
 telefoon televisie internet,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,95
 verzekeringen,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,378
 onderwijs,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,5
 kinderopvang,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,0
 contributies en abonnementen,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,126
 vervoer,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,471
VASTE LASTEN,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,2.239
 kleding en schoenen,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,178
 inventaris,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,145
 onderhoud huis en tuin,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,38
 niet-vergoede ziektekosten,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,510
RESERVERINGSUITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,946
 voeding,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,400
 overige huishoudelijke uitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,194
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,594
OVERSCHOT/TEKORT,Paar met 1 kind,1.5 keer gemiddelde huur,4000,2019,221
TOTAAL INKOMEN,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,4.500
TOTAAL UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,3.990
 huur/hypotheek,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,945
 gas,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,110
 elektriciteit,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,68
 water,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,19
 lokale lasten,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,59
 telefoon televisie internet,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,96
 verzekeringen,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,384
 onderwijs,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,5
 kinderopvang,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,0
 contributies en abonnementen,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,136
 vervoer,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,521
VASTE LASTEN,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,2.341
 kleding en schoenen,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,190
 inventaris,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,155
 onderhoud huis en tuin,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,41
 niet-vergoede ziektekosten,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,570
RESERVERINGSUITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,1.031
 voeding,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,413
 overige huishoudelijke uitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,205
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,618
OVERSCHOT/TEKORT,Paar met 1 kind,1.5 keer gemiddelde huur,4500,2019,510
TOTAAL INKOMEN,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,5.000
TOTAAL UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,4.239
 huur/hypotheek,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,1.017
 gas,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,110
 elektriciteit,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,68
 water,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,19
 lokale lasten,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,59
 telefoon televisie internet,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,98
 verzekeringen,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,390
 onderwijs,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,5
 kinderopvang,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,0
 contributies en abonnementen,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,145
 vervoer,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,570
VASTE LASTEN,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,2.479
 kleding en schoenen,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,203
 inventaris,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,165
 onderhoud huis en tuin,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,44
 niet-vergoede ziektekosten,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,630
RESERVERINGSUITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,1.117
 voeding,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,427
 overige huishoudelijke uitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,216
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,643
OVERSCHOT/TEKORT,Paar met 1 kind,1.5 keer gemiddelde huur,5000,2019,761
TOTAAL INKOMEN,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,5.500
TOTAAL UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,4.415
 huur/hypotheek,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,1.017
 gas,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,110
 elektriciteit,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,68
 water,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,19
 lokale lasten,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,59
 telefoon televisie internet,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,99
 verzekeringen,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,396
 onderwijs,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,5
 kinderopvang,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,0
 contributies en abonnementen,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,155
 vervoer,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,620
VASTE LASTEN,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,2.546
 kleding en schoenen,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,215
 inventaris,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,175
 onderhoud huis en tuin,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,47
 niet-vergoede ziektekosten,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,690
RESERVERINGSUITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,1.202
 voeding,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,440
 overige huishoudelijke uitgaven,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,227
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,667
OVERSCHOT/TEKORT,Paar met 1 kind,1.5 keer gemiddelde huur,5500,2019,1.085
TOTAAL INKOMEN,Paar met 1 kind,gemiddelde hypotheek,1,2019,0
TOTAAL UITGAVEN,Paar met 1 kind,gemiddelde hypotheek,1,2019,1.759
 huur/hypotheek,Paar met 1 kind,gemiddelde hypotheek,1,2019,229
 gas,Paar met 1 kind,gemiddelde hypotheek,1,2019,99
 elektriciteit,Paar met 1 kind,gemiddelde hypotheek,1,2019,61
 water,Paar met 1 kind,gemiddelde hypotheek,1,2019,17
 lokale lasten,Paar met 1 kind,gemiddelde hypotheek,1,2019,59
 telefoon televisie internet,Paar met 1 kind,gemiddelde hypotheek,1,2019,66
 verzekeringen,Paar met 1 kind,gemiddelde hypotheek,1,2019,351
 onderwijs,Paar met 1 kind,gemiddelde hypotheek,1,2019,5
 kinderopvang,Paar met 1 kind,gemiddelde hypotheek,1,2019,0
 contributies en abonnementen,Paar met 1 kind,gemiddelde hypotheek,1,2019,3
 vervoer,Paar met 1 kind,gemiddelde hypotheek,1,2019,44
VASTE LASTEN,Paar met 1 kind,gemiddelde hypotheek,1,2019,933
 kleding en schoenen,Paar met 1 kind,gemiddelde hypotheek,1,2019,137
 inventaris,Paar met 1 kind,gemiddelde hypotheek,1,2019,84
 onderhoud huis en tuin,Paar met 1 kind,gemiddelde hypotheek,1,2019,72
 niet-vergoede ziektekosten,Paar met 1 kind,gemiddelde hypotheek,1,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,gemiddelde hypotheek,1,2019,0
RESERVERINGSUITGAVEN,Paar met 1 kind,gemiddelde hypotheek,1,2019,367
 voeding,Paar met 1 kind,gemiddelde hypotheek,1,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,gemiddelde hypotheek,1,2019,69
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,gemiddelde hypotheek,1,2019,459
OVERSCHOT/TEKORT,Paar met 1 kind,gemiddelde hypotheek,1,2019,0
TOTAAL INKOMEN,Paar met 1 kind,gemiddelde hypotheek,2,2019,0
TOTAAL UITGAVEN,Paar met 1 kind,gemiddelde hypotheek,2,2019,1.955
 huur/hypotheek,Paar met 1 kind,gemiddelde hypotheek,2,2019,229
 gas,Paar met 1 kind,gemiddelde hypotheek,2,2019,99
 elektriciteit,Paar met 1 kind,gemiddelde hypotheek,2,2019,61
 water,Paar met 1 kind,gemiddelde hypotheek,2,2019,17
 lokale lasten,Paar met 1 kind,gemiddelde hypotheek,2,2019,59
 telefoon televisie internet,Paar met 1 kind,gemiddelde hypotheek,2,2019,66
 verzekeringen,Paar met 1 kind,gemiddelde hypotheek,2,2019,351
 onderwijs,Paar met 1 kind,gemiddelde hypotheek,2,2019,5
 kinderopvang,Paar met 1 kind,gemiddelde hypotheek,2,2019,0
 contributies en abonnementen,Paar met 1 kind,gemiddelde hypotheek,2,2019,51
 vervoer,Paar met 1 kind,gemiddelde hypotheek,2,2019,62
VASTE LASTEN,Paar met 1 kind,gemiddelde hypotheek,2,2019,999
 kleding en schoenen,Paar met 1 kind,gemiddelde hypotheek,2,2019,137
 inventaris,Paar met 1 kind,gemiddelde hypotheek,2,2019,84
 onderhoud huis en tuin,Paar met 1 kind,gemiddelde hypotheek,2,2019,72
 niet-vergoede ziektekosten,Paar met 1 kind,gemiddelde hypotheek,2,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,gemiddelde hypotheek,2,2019,75
RESERVERINGSUITGAVEN,Paar met 1 kind,gemiddelde hypotheek,2,2019,442
 voeding,Paar met 1 kind,gemiddelde hypotheek,2,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,gemiddelde hypotheek,2,2019,124
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,gemiddelde hypotheek,2,2019,514
OVERSCHOT/TEKORT,Paar met 1 kind,gemiddelde hypotheek,2,2019,0
TOTAAL INKOMEN,Paar met 1 kind,gemiddelde hypotheek,2500,2019,2.500
TOTAAL UITGAVEN,Paar met 1 kind,gemiddelde hypotheek,2500,2019,2.500
 huur/hypotheek,Paar met 1 kind,gemiddelde hypotheek,2500,2019,457
 gas,Paar met 1 kind,gemiddelde hypotheek,2500,2019,103
 elektriciteit,Paar met 1 kind,gemiddelde hypotheek,2500,2019,64
 water,Paar met 1 kind,gemiddelde hypotheek,2500,2019,17
 lokale lasten,Paar met 1 kind,gemiddelde hypotheek,2500,2019,59
 telefoon televisie internet,Paar met 1 kind,gemiddelde hypotheek,2500,2019,75
 verzekeringen,Paar met 1 kind,gemiddelde hypotheek,2500,2019,368
 onderwijs,Paar met 1 kind,gemiddelde hypotheek,2500,2019,5
 kinderopvang,Paar met 1 kind,gemiddelde hypotheek,2500,2019,0
 contributies en abonnementen,Paar met 1 kind,gemiddelde hypotheek,2500,2019,69
 vervoer,Paar met 1 kind,gemiddelde hypotheek,2500,2019,163
VASTE LASTEN,Paar met 1 kind,gemiddelde hypotheek,2500,2019,1.380
 kleding en schoenen,Paar met 1 kind,gemiddelde hypotheek,2500,2019,138
 inventaris,Paar met 1 kind,gemiddelde hypotheek,2500,2019,112
 onderhoud huis en tuin,Paar met 1 kind,gemiddelde hypotheek,2500,2019,86
 niet-vergoede ziektekosten,Paar met 1 kind,gemiddelde hypotheek,2500,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,gemiddelde hypotheek,2500,2019,174
RESERVERINGSUITGAVEN,Paar met 1 kind,gemiddelde hypotheek,2500,2019,584
 voeding,Paar met 1 kind,gemiddelde hypotheek,2500,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,gemiddelde hypotheek,2500,2019,146
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,gemiddelde hypotheek,2500,2019,536
OVERSCHOT/TEKORT,Paar met 1 kind,gemiddelde hypotheek,2500,2019,0
TOTAAL INKOMEN,Paar met 1 kind,gemiddelde hypotheek,3000,2019,3.000
TOTAAL UITGAVEN,Paar met 1 kind,gemiddelde hypotheek,3000,2019,3.000
 huur/hypotheek,Paar met 1 kind,gemiddelde hypotheek,3000,2019,513
 gas,Paar met 1 kind,gemiddelde hypotheek,3000,2019,107
 elektriciteit,Paar met 1 kind,gemiddelde hypotheek,3000,2019,66
 water,Paar met 1 kind,gemiddelde hypotheek,3000,2019,18
 lokale lasten,Paar met 1 kind,gemiddelde hypotheek,3000,2019,59
 telefoon televisie internet,Paar met 1 kind,gemiddelde hypotheek,3000,2019,85
 verzekeringen,Paar met 1 kind,gemiddelde hypotheek,3000,2019,389
 onderwijs,Paar met 1 kind,gemiddelde hypotheek,3000,2019,5
 kinderopvang,Paar met 1 kind,gemiddelde hypotheek,3000,2019,0
 contributies en abonnementen,Paar met 1 kind,gemiddelde hypotheek,3000,2019,94
 vervoer,Paar met 1 kind,gemiddelde hypotheek,3000,2019,298
VASTE LASTEN,Paar met 1 kind,gemiddelde hypotheek,3000,2019,1.635
 kleding en schoenen,Paar met 1 kind,gemiddelde hypotheek,3000,2019,149
 inventaris,Paar met 1 kind,gemiddelde hypotheek,3000,2019,146
 onderhoud huis en tuin,Paar met 1 kind,gemiddelde hypotheek,3000,2019,114
 niet-vergoede ziektekosten,Paar met 1 kind,gemiddelde hypotheek,3000,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,gemiddelde hypotheek,3000,2019,315
RESERVERINGSUITGAVEN,Paar met 1 kind,gemiddelde hypotheek,3000,2019,799
 voeding,Paar met 1 kind,gemiddelde hypotheek,3000,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,gemiddelde hypotheek,3000,2019,176
HUISHOUDELIJKE UITGAVEN,Paar met 1 kind,gemiddelde hypotheek,3000,2019,566
OVERSCHOT/TEKORT,Paar met 1 kind,gemiddelde hypotheek,3000,2019,0
TOTAAL INKOMEN,Paar met 1 kind,gemiddelde hypotheek,3500,2019,3.500
TOTAAL UITGAVEN,Paar met 1 kind,gemiddelde hypotheek,3500,2019,3.500
 huur/hypotheek,Paar met 1 kind,gemiddelde hypotheek,3500,2019,624
 gas,Paar met 1 kind,gemiddelde hypotheek,3500,2019,110
 elektriciteit,Paar met 1 kind,gemiddelde hypotheek,3500,2019,68
 water,Paar met 1 kind,gemiddelde hypotheek,3500,2019,19
 lokale lasten,Paar met 1 kind,gemiddelde hypotheek,3500,2019,59
 telefoon televisie internet,Paar met 1 kind,gemiddelde hypotheek,3500,2019,92
 verzekeringen,Paar met 1 kind,gemiddelde hypotheek,3500,2019,406
 onderwijs,Paar met 1 kind,gemiddelde hypotheek,3500,2019,5
 kinderopvang,Paar met 1 kind,gemiddelde hypotheek,3500,2019,0
 contributies en abonnementen,Paar met 1 kind,gemiddelde hypotheek,3500,2019,115
 vervoer,Paar met 1 kind,gemiddelde hypotheek,3500,2019,412
VASTE LASTEN,Paar met 1 kind,gemiddelde hypotheek,3500,2019,1.908
 kleding en schoenen,Paar met 1 kind,gemiddelde hypotheek,3500,2019,164
 inventaris,Paar met 1 kind,gemiddelde hypotheek,3500,2019,172
 onderhoud huis en tuin,Paar met 1 kind,gemiddelde hypotheek,3500,2019,149
 niet-vergoede ziektekosten,Paar met 1 kind,gemiddelde hypotheek,3500,2019,74
 vrijetijdsuitgaven,Paar met 1 kind,gemiddelde hypotheek,3500,2019,440
RESERVERINGSUITGAVEN,Paar met 1 kind,gemiddelde hypotheek,3500,2019,1.001
 voeding,Paar met 1 kind,gemiddelde hypotheek,3500,2019,390
 overige huishoudelijke uitgaven,Paar met 1 kind,gemiddelde hypotheek,3500,2019,202
